6,122,140,19,0.3884
6,140,141,3,0.0278
6,140,142,2,0.0155
6,134,143,14,0.9279
6,130,144,23,0.5830
6,136,144,11,0.3367
6,137,145,12,0.2405
6,144,147,7,0.1151
6,146,147,2,0.0131
6,147,148,4,0.0312
6,138,149,20,0.3056
6,149,150,6,0.0390
6,135,151,62,1.5235
6,151,153,3,0.0389
6,149,154,54,1.1405
6,152,154,3,0.0368
6,151,156,8,0.1271
6,155,156,3,0.0503
6,156,157,3,0.0935
6,154,158,8,0.4851
6,157,159,3,0.0479
6,157,160,4,0.0676
6,158,161,4,0.2178
6,158,163,11,0.4158
6,162,163,4,0.0622
6,163,164,20,0.3542
1,1,3,7,0.0605
1,2,3,5,0.0784
1,3,5,17,0.6464
1,4,5,15,1.1847
1,5,6,9,0.1181
1,6,8,12,0.5921
1,7,8,6,0.3048
1,6,9,15,0.3960
1,8,9,5,0.2526
1,9,10,50,3.4543
1,10,11,8,0.2328
1,10,13,78,7.9991
1,12,14,12,0.3842
1,13,14,8,0.3312
1,13,15,84,0.3708
1,15,16,6,0.2052
1,15,17,11,0.1450
1,17,19,7,0.1582
1,18,21,7,0.0385
1,19,22,3,0.1802
1,22,23,2,0.1112
1,20,24,5,0.0256
1,21,24,10,0.0673
1,23,26,5,0.2395
1,19,27,9,0.1982
1,26,28,3,0.1287
1,17,30,41,1.1370
1,21,30,8,0.0478
1,25,30,3,0.0148
1,22,31,7,0.1745
1,27,31,6,0.1187
1,29,32,3,0.0146
1,23,33,7,0.1624
1,31,34,2,0.0537
1,33,34,3,0.0928
1,24,35,8,0.0435
1,32,35,6,0.0343
1,26,36,6,0.1349
1,33,36,3,0.1105
1,27,37,8,0.0729
1,28,38,6,0.1303
1,36,38,3,0.1214
1,35,39,4,0.0204
1,28,40,9,0.2856
1,38,40,11,0.3179
1,34,41,7,0.1775
1,37,41,7,0.2783
1,32,42,16,0.0963
1,41,43,10,0.4801
1,43,44,4,0.0857
1,44,45,3,0.0258
1,44,46,3,0.0257
1,14,47,186,3.1809
1,37,47,19,0.2493
1,49,50,4,0.0481
1,50,51,8,0.0999
1,40,52,47,3.8754
1,50,52,7,0.1200
1,43,53,42,1.8685
1,48,53,38,1.4307
1,52,54,4,0.0993
1,53,55,16,0.6065
1,47,56,62,4.0432
1,1,3,7,0.0605
1,2,3,5,0.0784
1,3,5,17,0.6464
1,4,5,15,1.1847
1,5,6,9,0.1181
1,6,8,12,0.5921
1,7,8,6,0.3048
1,6,9,15,0.3960
1,8,9,5,0.2526
1,9,10,50,3.4543
1,10,11,8,0.2328
1,10,13,78,7.9991
1,12,14,12,0.3842
1,13,14,8,0.3312
1,13,15,84,0.3708
1,15,16,6,0.2052
1,15,17,11,0.1450
1,17,19,7,0.1582
1,18,21,7,0.0385
1,19,22,3,0.1802
1,22,23,2,0.1112
1,20,24,5,0.0256
1,21,24,10,0.0673
1,23,26,5,0.2395
1,19,27,9,0.1982
1,26,28,3,0.1287
1,17,30,41,1.1370
1,21,30,8,0.0478
1,25,30,3,0.0148
1,22,31,7,0.1745
1,27,31,6,0.1187
1,29,32,3,0.0146
1,23,33,7,0.1624
1,31,34,2,0.0537
1,33,34,3,0.0928
1,24,35,8,0.0435
1,32,35,6,0.0343
1,26,36,6,0.1349
1,33,36,3,0.1105
1,27,37,8,0.0729
1,28,38,6,0.1303
1,36,38,3,0.1214
1,35,39,4,0.0204
1,28,40,9,0.2856
1,38,40,11,0.3179
1,34,41,7,0.1775
1,37,41,7,0.2783
1,32,42,16,0.0963
1,41,43,10,0.4801
1,43,44,4,0.0857
1,44,45,3,0.0258
1,44,46,3,0.0257
1,14,47,186,3.1809
1,37,47,19,0.2493
1,49,50,4,0.0481
1,50,51,8,0.0999
1,40,52,47,3.8754
1,50,52,7,0.1200
1,43,53,42,1.8685
1,48,53,38,1.4307
1,52,54,4,0.0993
1,53,55,16,0.6065
1,47,56,62,4.0432
1,1,3,7,0.8902
1,2,3,5,0.7216
1,3,5,17,4.8941
1,4,5,15,6.7333
1,5,6,9,1.3922
1,6,8,12,4.6706
1,7,8,6,2.4863
1,6,9,15,3.1451
1,8,9,5,1.7804
1,9,10,50,17.7255
1,10,11,8,2.2314
1,10,13,78,40.1255
1,12,14,12,4.0275
1,13,14,8,3.1569
1,13,15,84,17.6118
1,15,16,6,2.2078
1,15,17,11,3.0980
1,17,19,7,2.7490
1,18,21,7,0.6941
1,19,22,3,1.5137
1,22,23,2,0.8510
1,20,24,5,0.4275
1,21,24,10,1.0902
1,23,26,5,1.7294
1,19,27,9,2.5098
1,26,28,3,1.1216
1,17,30,41,11.2588
1,21,30,8,0.7922
1,25,30,3,0.2314
1,22,31,7,2.0235
1,27,31,6,1.9137
1,29,32,3,0.2941
1,23,33,7,1.1333
1,31,34,2,0.7176
1,33,34,3,0.9647
1,24,35,8,0.6588
1,32,35,6,0.5608
1,26,36,6,1.1569
1,33,36,3,0.9647
1,27,37,8,1.9333
1,28,38,6,1.1608
1,36,38,3,1.1216
1,35,39,4,0.4275
1,28,40,9,2.4000
1,38,40,11,2.7804
1,34,41,7,1.5608
1,37,41,7,2.6588
1,32,42,16,1.7725
1,41,43,10,2.8902
1,43,44,4,0.8275
1,44,45,3,0.4353
1,44,46,3,0.4627
1,14,47,186,48.9490
1,37,47,19,4.8235
1,49,50,4,0.8039
1,50,51,8,1.4627
1,40,52,47,18.6510
1,50,52,7,1.1725
1,43,53,42,14.1922
1,48,53,38,11.0353
1,52,54,4,0.9608
1,53,55,16,3.4353
1,47,56,62,26.5961
1,1,3,7,0.8902
1,2,3,5,0.7216
1,3,5,17,4.8941
1,4,5,15,6.7333
1,5,6,9,1.3922
1,6,8,12,4.6706
1,7,8,6,2.4863
1,6,9,15,3.1451
1,8,9,5,1.7804
1,9,10,50,17.7255
1,10,11,8,2.2314
1,10,13,78,40.1255
1,12,14,12,4.0275
1,13,14,8,3.1569
1,13,15,84,17.6118
1,15,16,6,2.2078
1,15,17,11,3.0980
1,17,19,7,2.7490
1,18,21,7,0.6941
1,19,22,3,1.5137
1,22,23,2,0.8510
1,20,24,5,0.4275
1,21,24,10,1.0902
1,23,26,5,1.7294
1,19,27,9,2.5098
1,26,28,3,1.1216
1,17,30,41,11.2588
1,21,30,8,0.7922
1,25,30,3,0.2314
1,22,31,7,2.0235
1,27,31,6,1.9137
1,29,32,3,0.2941
1,23,33,7,1.1333
1,31,34,2,0.7176
1,33,34,3,0.9647
1,24,35,8,0.6588
1,32,35,6,0.5608
1,26,36,6,1.1569
1,33,36,3,0.9647
1,27,37,8,1.9333
1,28,38,6,1.1608
1,36,38,3,1.1216
1,35,39,4,0.4275
1,28,40,9,2.4000
1,38,40,11,2.7804
1,34,41,7,1.5608
1,37,41,7,2.6588
1,32,42,16,1.7725
1,41,43,10,2.8902
1,43,44,4,0.8275
1,44,45,3,0.4353
1,44,46,3,0.4627
1,14,47,186,48.9490
1,37,47,19,4.8235
1,49,50,4,0.8039
1,50,51,8,1.4627
1,40,52,47,18.6510
1,50,52,7,1.1725
1,43,53,42,14.1922
1,48,53,38,11.0353
1,52,54,4,0.9608
1,53,55,16,3.4353
1,47,56,62,26.5961
